title,haiku,path
PRINCIPAL ADMINISTRATIVE ASSOC,"Processing contract
close outs capital budget
staff to use correct","['processing', 'of', 'cures', 'i++', 'defects', 'redemptions', '-redemptions', '-defects', 'i--', '-cures', 'snap', 'i++', 'benefits', 'and', 'the', 'snap', 'group', 'i++', 'supervisors', '-supervisors', 'i--', '-group', 'source', 'i++', 'book', 'manual', '-manual', '-book', 'i--', '-source', 'group', 'i++', 'supervisors', '-supervisors', 'i--', '-group', '-snap', 'public', 'i++', 'at', 'senior', '-senior', '-at', 'i--', '-public', '-the', '-and', '-benefits', 'i--', '-snap', '-of', 'contract', 'i++', 'close', 'outs', 'capital', 'budget', 'i++', 'staff', 'to', 'use', 'correct', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"Maintains liaison
with agency personnel
rules and procedures","['maintains', 'liaison', 'i++', 'with', 'agency', 'personnel', 'i++', 'rules', 'and', 'procedures', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"Respond to complaints
verbally and face to face
to ensure that staff","['respond', 'to', 'complaints', 'i++', 'verbally', 'and', 'face', 'to', 'face', 'i++', 'to', 'face', 'to', 'face', '-face', '-to', '-face', 'ensure', 'the', '-the', '-ensure', 'face', 'to', 'face', '-face', '-to', '-face', 'ensure', 'that', 'staff', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"The program which will
be responsible for but
not be considered","['the', 'program', 'has', '-has', 'which', 'will', 'i++', 'be', 'responsible', 'for', 'the', 'i++', 'annual', 'grant', '-grant', '-annual', 'litigation', '-litigation', 'i--', '-the', 'but', 'i++', 'not', 'be', 'considered', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"Processing of the
general operation
of the five boroughs","['processing', 'of', 'the', 'i++', 'general', 'operation', 'i++', 'of', 'the', 'five', 'boroughs', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"Please note that only
candidates in the south bronx
north central brooklyn","['please', 'note', 'that', 'only', 'i++', 'candidates', 'who', 'meet', 'the', '-the', '-meet', '-who', 'in', 'the', 'south', 'bronx', 'i++', 'north', 'central', 'brooklyn', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"The division with
hiring new staff and other
documentation","['the', 'division', 'with', 'i++', 'hiring', 'new', 'staff', 'and', 'other', 'i++', 'documentation', 'i++']"
ADMINISTRATIVE INVESTIGATOR,"Manage the social
media team and the call
monitoring team","['manage', 'the', 'social', 'i++', 'media', 'team', 'and', 'the', 'call', 'i++', 'monitoring', 'team', 'i++']"
ASSOCIATE STAFF ANALYST,"The director of
the director of the cure
violence vendor","['the', 'director', 'of', 'i++', 'the', 'director', 'of', 'the', 'chief', 'i++', 'of', 'financial', '-financial', '-of', 'i--', '-chief', 'cure', 'i++', 'violence', 'vendor', 'i++']"
ASSOCIATE STAFF ANALYST,"Excellent oral
written communication
skills including group","['excellent', 'written', 'i++', 'and', 'verbal', '-verbal', 'communication', 'skills', 'i++', 'including', 'group', '-group', '-including', 'are', 'strongly', '-strongly', '-are', 'including', 'group', '-group', '-including', 'i--', '-skills', '-communication', '-and', 'i--', '-written', 'oral', 'i++', 'written', 'communication', 'i++', 'skills', 'including', 'group', 'i++']"
ASSOCIATE STAFF ANALYST,"Duties such as the
creation of job postings
and advertisements","['duties', 'such', 'as', 'the', 'i++', 'city', 'in', 'part', 'by', '-by', '-part', '-in', 'of', 'new', 'york', 'and', 'we', 'i++', 'collect', 'and', 'treat', '-treat', '-and', '-collect', 'i--', '-we', '-and', 'city', 'i++', 'department', 'of', '-of', '-department', 'i--', '-city', 'and', 'we', 'i++', 'collect', 'and', 'treat', '-treat', '-and', '-collect', 'i--', '-we', '-and', '-york', '-new', '-of', 'planning', 'the', 'role', '-role', '-the', '-planning', '-city', 'creation', 'of', 'score', 'cards', 'dash', 'i++', 'boards', 'for', '-for', '-boards', 'i--', '-dash', '-cards', '-score', 'job', 'postings', 'i++', 'and', 'advertisements', 'i++']"
ASSOCIATE STAFF ANALYST,"Assisting in the
development and design
of service level","['assisting', 'in', 'the', 'i++', 'development', 'and', 'design', 'i++', 'of', 'service', 'case', '-case', 'level', 'i++']"
ASSOCIATE STAFF ANALYST,"Meet program and with
the water board and dep staff
to resolve payment","['meet', 'program', 'and', 'with', 'i++', 'the', 'water', 'board', 'and', 'dep', 'staff', 'i++', 'to', 'resolve', 'payment', 'i++']"
ASSOCIATE STAFF ANALYST,"Financial reports
and make presentations to
senior leadership","['financial', 'reports', 'i++', 'and', 'make', 'presentations', 'to', 'i++', 'senior', 'leadership', 'i++']"
ASSOCIATE STAFF ANALYST,"Provide assistance
to other units within
budget as needed","['provide', 'assistance', 'i++', 'to', 'vendors', 'for', 'assistance', 'i++', 'of', 'fiscal', '-fiscal', '-of', 'i--', '-assistance', '-for', '-vendors', 'other', 'units', 'within', 'i++', 'budget', 'as', 'needed', 'i++']"
ASSOCIATE STAFF ANALYST,"Compile analyze
data and prepare reports
and correspondence","['compile', 'analyze', 'i++', 'data', 'and', 'computed', '-computed', 'prepare', 'reports', 'i++', 'and', 'make', '-make', '-and', 'descriptive', '-descriptive', 'i--', '-reports', 'fiscal', 'i++', 'reporting', 'of', '-of', '-reporting', 'i--', '-fiscal', 'reports', 'i++', 'and', 'correspondence', 'i++']"
ASSOCIATE STAFF ANALYST,"This candidate will
act as a liaison with
bureau requirements","['this', 'candidate', 'will', 'i++', 'act', 'as', 'a', 'liaison', 'with', 'i++', 'operating', '-operating', 'bureau', 'requirements', 'i++']"
ASSOCIATE STAFF ANALYST,"Resolve customer
payment issues including
returned transactions","['resolve', 'customer', 'i++', 'payment', 'issues', 'as', '-as', 'including', 'i++', 'returned', 'transactions', 'i++']"
AIR POLLUTION INSPECTOR,"The selected air
pollution inspectors for
the air and noise codes","['the', 'selected', 'air', 'i++', 'pollution', 'inspectors', 'for', 'i++', 'the', 'air', 'and', 'noise', 'codes', 'i++']"
AIR POLLUTION INSPECTOR,"The division of
air noise control and fuel
burning equipment","['the', 'division', 'of', 'i++', 'air', 'noise', 'control', 'and', 'fuel', 'i++', 'burning', 'equipment', 'i++']"
EXTERMINATOR,"Candidate should be
highly organized with the
ability to","['candidate', 'should', 'be', 'i++', 'highly', 'organized', 'with', 'the', 'i++', 'ability', 'to', 'i++']"
INSPECTOR (HOISTS AND RIGGING),"Experience must
be with cranes working knowledge
of the condition","['experience', 'must', 'i++', 'be', 'with', 'cranes', 'working', 'knowledge', 'i++', 'of', 'the', 'condition', 'i++']"
INSPECTOR (HOISTS AND RIGGING),"Performs work in the
inspection of the nature
of the condition","['performs', 'work', 'in', 'the', 'i++', 'inspection', 'of', 'the', 'nature', 'i++', 'of', 'the', 'condition', 'i++']"
PROTECTION AGENT (ACS),"Conduct training for
an assigned area such
as several boroughs","['conduct', 'training', 'for', 'i++', 'an', 'assigned', 'area', 'such', 'i++', 'as', 'several', 'boroughs', 'i++']"
PROTECTION AGENT (ACS),"Conduct training for
an assigned area such
as the following","['conduct', 'training', 'for', 'i++', 'an', 'assigned', 'area', 'such', 'i++', 'as', 'the', 'following', 'i++']"
COMPUTER OPERATIONS MANAGER (S,"Plan for the desktop
and infrastructure support
teams to manage up","['plan', 'for', 'the', 'sustained', 'i++', 'efficient', 'and', 'effective', 'i++', 'delivery', '-delivery', 'i--', '-effective', '-and', '-efficient', 'i--', '-sustained', 'desktop', 'i++', 'and', 'infrastructure', 'support', 'i++', 'teams', 'to', 'manage', 'up', 'i++']"
COMPUTER OPERATIONS MANAGER (S,"The engineering
and implementation of
the release process","['the', 'full', 'spectrum', 'of', 'i++', 'governmental', '-governmental', 'i--', '-of', '-spectrum', 'listing', 'of', 'i++', 'job', 'opportunities', 'and', 'i++', 'to', 'learn', 'more', '-more', '-learn', '-to', 'i--', '-and', '-opportunities', '-job', 'i--', '-of', '-listing', 'spectrum', 'of', 'i++', 'governmental', '-governmental', 'i--', '-of', '-spectrum', '-full', 'engineering', 'i++', 'and', 'technical', 'support', 'team', 'i++', 'responsible', '-responsible', 'i--', '-team', '-support', '-technical', 'implementation', 'of', 'i++', 'the', 'release', 'process', 'i++']"
COMPUTER OPERATIONS MANAGER (S,"Working with acco
procurement unit as well
as external teams","['working', 'with', 'acco', 'i++', 'procurement', 'unit', 'as', 'well', 'i++', 'as', 'implement', '-implement', 'external', 'teams', 'i++']"
INSPECTOR GENERAL,"Manage and conduct
internal confidential
investigations","['manage', 'and', 'conduct', 'i++', 'highly', 'complex', 'and', '-and', '-complex', '-highly', 'internal', 'training', 'sessions', 'i++', 'for', 'staff', '-staff', '-for', 'i--', '-sessions', '-training', '-internal', 'highly', 'complex', 'and', '-and', '-complex', '-highly', 'internal', 'training', 'sessions', 'i++', 'for', 'staff', '-staff', '-for', 'i--', '-sessions', '-training', 'confidential', 'i++', 'investigations', 'i++']"
INSPECTOR GENERAL,"Prepare and conduct
internal confidential
investigations","['prepare', 'and', 'conduct', 'i++', 'highly', 'complex', 'and', '-and', '-complex', '-highly', 'internal', 'training', 'sessions', 'i++', 'for', 'staff', '-staff', '-for', 'i--', '-sessions', '-training', '-internal', 'highly', 'complex', 'and', '-and', '-complex', '-highly', 'internal', 'confidential', 'i++', 'investigations', 'i++']"
INSPECTOR GENERAL,"The executive
staff for investigation
and resolution","['the', 'executive', 'i++', 'staff', 'for', 'investigation', 'i++', 'and', 'resolution', 'i++']"
INSPECTOR (ELEVATORS),"Candidates must pass
a drug screening in order
to be appointed","['candidates', 'must', 'pass', 'i++', 'a', 'drug', 'screening', 'in', 'order', 'i++', 'to', 'be', 'appointed', 'i++']"
RESEARCH PROJECTS COORDINATOR,"The city charter
procurement policy board
rules and directives","['the', 'city', 'charter', 'i++', 'procurement', 'policy', 'board', 'i++', 'rules', 'and', 'directives', 'i++']"
RESEARCH PROJECTS COORDINATOR,"The exercise of
independent judgment the
procurement process","['the', 'vendor', '-vendor', 'exercise', 'of', 'i++', 'independent', 'judgment', 'the', 'i++', 'procurement', 'process', 'i++']"
RESEARCH PROJECTS COORDINATOR,"Utilizing a
range of sources including
but not required","['utilizing', 'and', 'i++', 'updating', 'the', '-the', '-updating', 'i--', '-and', 'a', 'i++', 'range', 'of', 'sources', 'including', 'i++', 'but', 'not', 'required', 'i++']"
RESEARCH PROJECTS COORDINATOR,"The analyst will
perform duties including
but not required","['the', 'assistant', '-assistant', 'delivery', 'i++', 'of', 'quality', 'services', 'i++', 'to', 'new', 'yorkers', '-yorkers', '-new', '-to', 'i--', '-services', '-quality', '-of', 'i--', '-delivery', 'analyst', 'will', 'i++', 'perform', 'the', 'following', 'job', 'i++', 'i--', '-job', '-following', '-the', 'duties', 'including', 'i++', 'but', 'not', 'required', 'i++']"
RESEARCH PROJECTS COORDINATOR,"Under the guidance
of senior analysts and
or related field","['under', 'the', 'guidance', 'i++', 'of', 'the', 'assistant', '-assistant', 'deputy', 'chief', '-chief', '-deputy', 'general', 'counsel', 'i++', 'and', 'with', '-with', '-and', 'i--', '-counsel', '-general', '-the', 'senior', 'analysts', 'and', 'i++', 'or', 'related', 'field', 'i++']"
RESEARCH PROJECTS COORDINATOR,"The exercise of
independent judgment and
decision making","['the', 'exercise', 'of', 'i++', 'independent', 'judgment', 'and', 'i++', 'decision', 'making', 'i++']"
STAFF ANALYST TRAINEE,"This position will
report to the office of
revenue and claims","['this', 'position', 'will', 'i++', 'report', 'to', 'the', 'office', 'of', 'i++', 'revenue', 'and', 'claims', 'i++']"
PLUMBER'S HELPER,"Install maintain and
repair plumbing equipment
and accessories","['install', 'maintain', 'and', 'i++', 'repair', 'of', 'piping', 'of', 'gas', 'i++', 'potable', '-potable', 'i--', '-gas', '-of', '-piping', '-of', 'plumbing', 'equipment', 'i++', 'and', 'accessories', 'i++']"
STAFF ANALYST,"Follows up on the
road such as excel access
and other formats","['follows', 'up', 'on', 'the', 'i++', 'road', 'such', 'as', 'excel', 'access', 'i++', 'and', 'other', 'formats', 'i++']"
STAFF ANALYST,"The preparation
and processing of budget
modifications","['the', 'preparation', 'i++', 'and', 'processing', 'contracts', 'new', 'i++', 'needs', 'requests', '-requests', 'and', '-and', '-needs', 'i--', '-new', '-contracts', 'of', 'budget', 'i++', 'modifications', 'i++']"
STAFF ANALYST,"Monitor program
spending to ensure that we
deploy resources","['monitor', 'program', 'i++', 'spending', 'to', 'ensure', 'that', 'the', 'i++', 'agency', 'with', '-with', 'at', '-at', '-agency', 'i--', '-the', '-that', 'contract', 'i++', 'compliance', 'and', '-and', '-compliance', 'i--', '-contract', 'that', 'we', 'i++', 'deploy', 'resources', 'i++']"
STAFF ANALYST,"The budget office
seeks to protect and improve
citi bike system","['the', 'budget', 'office', 'i++', 'seeks', 'to', 'protect', 'and', 'improve', 'i++', 'citi', 'bike', 'the', '-the', 'system', 'i++']"
STAFF ANALYST,"Working knowledge of
police department programs
and initiatives","['working', 'knowledge', 'of', 'i++', 'the', 'organization', 'to', 'i++', 'coordinate', '-coordinate', 'i--', '-to', '-organization', 'following', 'task', '-task', '-following', 'asset', 'within', 'fame', '-fame', '-within', '-asset', 'following', 'duties', 'and', 'i++', 'i--', '-and', '-duties', '-following', 'asset', 'within', 'fame', '-fame', '-within', '-asset', '-the', 'police', 'department', 'programs', 'i++', 'and', 'initiatives', 'i++']"
STAFF ANALYST,"The agency meets
the goals of the agency
purchasing system","['the', 'henrietta', 'i++', 'i--', '-henrietta', 'agency', 'meets', 'i++', 'the', 'goals', 'of', 'the', 'agency', 'i++', 'purchasing', 'system', 'i++']"
STAFF ANALYST,"Advanced microsoft
excel and word financial
management system","['advanced', 'microsoft', 'i++', 'excel', 'and', 'word', 'financial', 'i++', 'management', 'system', 'i++']"
STAFF ANALYST,"Coordinate the
tracking and reporting on
key initiatives","['coordinate', 'the', 'i++', 'activities', 'of', 'the', 'pats', 'i++', 'system', '-system', 'i--', '-pats', '-the', '-of', '-activities', 'tracking', 'and', 'reporting', 'of', 'i++', 'it', 'assets', '-assets', '-it', 'i--', '-of', 'on', 'i++', 'key', 'initiatives', 'i++']"
STAFF ANALYST,"The fiscal impact
of management and budget
modifications","['the', 'fiscal', 'impact', 'i++', 'of', 'management', 'and', 'or', 'have', 'i++', 'experience', '-experience', 'i--', '-have', '-or', 'budget', 'i++', 'modifications', 'i++']"
STAFF ANALYST,"The potential to
bring bike share planning outreach
and operations","['the', 'following', 'task', 'i++', 'i--', '-task', 'roles', 'i++', 'i--', '-roles', '-following', 'potential', 'to', 'i++', 'bring', 'meaningful', 'and', '-and', '-meaningful', 'bike', 'share', 'planning', 'outreach', 'i++', 'and', 'operations', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Coordinating
with developers tenants
and building owners","['coordinating', 'i++', 'updates', 'between', 'internal', 'i++', 'and', 'external', '-external', '-and', 'i--', '-internal', '-between', '-updates', 'with', 'developers', 'tenants', 'i++', 'and', 'building', 'owners', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Knowledge in the form
of city capital loans
and manage projects","['knowledge', 'in', 'the', 'form', 'i++', 'of', 'city', 'capital', 'and', 'i++', 'federal', 'home', '-home', '-federal', 'i--', '-and', 'loans', 'i++', 'and', 'manage', 'projects', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"The division of
property disposition
and finance programs","['the', 'division', 'of', 'i++', 'property', 'disposition', 'i++', 'and', 'finance', 'seeks', '-seeks', 'programs', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Referring owners
and other impediments
to the following","['referring', 'owners', 'i++', 'and', 'other', 'impediments', 'i++', 'to', 'the', 'mandates', '-mandates', 'following', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"The landlord which makes
up the difference within
specified limits","['the', 'landlord', 'which', 'makes', 'i++', 'up', 'the', 'difference', 'within', 'i++', 'specified', 'limits', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Work with leadership
to establish a list of
qualified owners","['work', 'with', 'leadership', 'i++', 'to', 'establish', 'and', 'carry', 'i++', 'out', 'the', 'mission', '-mission', '-the', '-out', 'i--', '-carry', '-and', 'a', 'list', 'of', 'i++', 'qualified', 'owners', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Working for or with
government agencies and
government programs","['working', 'with', 'the', 'two', 'i++', 'staff', 'members', 'in', 'which', 'he', 'she', 'i++', 'directly', '-directly', 'i--', '-she', '-he', 'the', '-the', '-which', '-in', '-members', '-staff', 'i--', '-two', '-the', '-with', 'for', 'or', 'with', 'i++', 'government', 'agencies', 'and', 'i++', 'government', 'programs', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Strong facility
with microsoft word excel
and word required","['strong', 'facility', 'i++', 'with', 'microsoft', 'word', 'excel', 'i++', 'and', 'word', 'required', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"The senior pm
will also draft and track all
aspects of projects","['the', 'program', 'build', 'out', 'i++', 'and', 'communications', '-communications', '-and', 'i--', '-out', '-build', '-program', 'senior', 'pm', 'i++', 'will', 'also', 'draft', 'and', 'track', 'all', 'i++', 'aspects', 'of', 'projects', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"Participate in
conceptual design and
other consultants","['participate', 'in', 'i++', 'conceptual', 'design', 'and', 'i++', 'other', 'consultants', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"Managing agents
elected officials and
other consultants","['managing', 'agents', 'i++', 'seeking', 'information', 'and', 'i++', 'data', 'requests', '-requests', '-data', 'i--', '-and', '-information', '-seeking', 'elected', 'officials', 'and', 'i++', 'other', 'consultants', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"The development
of affordable housing
to the following","['the', 'office', 'of', '-of', 'relates', 'i++', 'i--', '-relates', '-office', 'development', 'i++', 'of', 'affordable', 'housing', 'i++', 'to', 'the', 'following', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"Working closely with
responsible owners to
develop a plan","['working', 'closely', 'with', 'i++', 'responsible', 'owners', 'to', 'i++', 'develop', 'a', 'plan', 'i++']"
SENIOR ESTIMATOR (GENERAL CONS,"A new capital
needs assessment team conduct
state of good repair","['a', 'new', 'capital', 'i++', 'needs', 'requests', '-requests', 'assessment', 'team', 'conduct', 'i++', 'state', 'of', 'good', 'repair', 'i++']"
SENIOR ESTIMATOR (GENERAL CONS,"Establish guidelines
to assist in the planning
construction repair","['establish', 'guidelines', 'i++', 'to', 'assist', 'in', 'the', 'planning', 'i++', 'construction', 'repair', 'i++']"
SENIOR ESTIMATOR (GENERAL CONS,"Review change order
cost estimating duties
in a steady state","['review', 'change', 'order', 'i++', 'cost', 'estimating', 'duties', 'i++', 'in', 'a', 'steady', 'state', 'i++']"
REAL PROPERTY MANAGER,"Generate complaint
and work orders for repair
and maintenance needs","['generate', 'complaints', 'i++', 'for', 'emergency', '-emergency', '-for', 'i--', '-complaints', 'complaint', 'i++', 'and', 'work', 'orders', 'for', 'repair', 'i++', 'and', 'maintenance', 'needs', 'i++']"
REAL PROPERTY MANAGER,"Track work orders for
repair and maintenance work
as applicable","['track', 'work', 'orders', 'for', 'i++', 'repair', 'and', 'maintenance', 'of', 'i++', 'i--', '-of', 'staff', 'i++', 'provides', 'site', '-site', '-provides', 'of', 'affected', '-affected', '-of', 'provides', 'site', '-site', '-provides', 'i--', '-staff', 'work', 'i++', 'as', 'applicable', 'i++']"
REAL PROPERTY MANAGER,"Handle and address
tenant complaints and repair
and maintenance needs","['handle', 'and', 'address', 'i++', 'tenant', 'complaints', 'and', 'issues', 'i++', 'and', '-and', 'i--', '-issues', '-and', '-complaints', '-tenant', 'maintenance', 'and', 'repairs', 'rent', 'i++', 'collection', '-collection', 'i--', '-rent', '-repairs', 'repair', 'needs', 'i++', 'for', 'the', 'building', '-building', '-the', '-for', 'i--', '-needs', '-repair', '-and', '-maintenance', 'tenant', 'complaints', 'and', 'repair', 'i++', 'and', 'maintenance', 'needs', 'i++']"
ASSISTANT URBAN DESIGNER,"Strong grasp of land use
applications relating
to the following","['strong', 'grasp', 'of', 'land', 'use', 'i++', 'applications', 'relating', 'i++', 'to', 'the', 'following', 'i++']"
ASSISTANT URBAN DESIGNER,"Excellent written
and graphic materials
for presentations","['excellent', 'written', 'i++', 'and', 'graphic', 'materials', 'i++', 'for', 'presentations', 'i++']"
ASSISTANT URBAN DESIGNER,"Under minimal
supervision and manage
multiple projects","['under', 'minimal', 'i++', 'supervision', 'and', 'manage', 'i++', 'multiple', 'projects', 'i++']"
ASSISTANT URBAN DESIGNER,"Support for private
and agency city land
use applications","['support', 'for', 'private', 'i++', 'and', 'agency', 'city', 'land', 'i++', 'use', 'and', 'public', '-public', 'zoning', '-zoning', '-and', 'applications', 'i++']"
ASSISTANT URBAN DESIGNER,"Strong computer skills
writing skills and a strong grasp
of land use reviews","['strong', 'computer', 'skills', 'i++', 'writing', 'skills', 'and', 'a', 'strong', 'grasp', 'i++', 'of', 'land', 'use', 'and', '-and', 'reviews', 'i++']"
ASSISTANT URBAN DESIGNER,"Provide assistance
to and coordinate this
work with other dot","['provide', 'project', '-project', 'assistance', 'i++', 'to', 'applicants', 'for', 'zoning', 'i++', 'proposals', '-proposals', 'i--', '-zoning', '-for', '-applicants', 'and', 'coordinate', 'this', 'i++', 'work', 'with', 'other', 'dot', 'i++']"
ADMINISTRATIVE TRANSPORTATION,"The parking fields as
well as all authorized and
other agencies","['the', 'meter', '-meter', 'parking', 'fields', 'as', 'i++', 'well', 'as', 'all', 'authorized', 'and', 'i++', 'other', 'agencies', 'i++']"
ADMINISTRATIVE TRANSPORTATION,"The candidate will
be reporting to the tasks
as outlined below","['the', 'candidate', 'will', 'i++', 'be', 'reporting', 'to', 'the', 'tasks', 'i++', 'as', 'outlined', 'below', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"The big picture and
make recommendations to
inform policies","['the', 'big', 'picture', 'and', 'i++', 'make', 'appropriate', '-appropriate', 'recommendations', 'for', 'i++', 'corrective', '-corrective', 'i--', '-for', 'to', 'i++', 'reduce', 'traffic', '-traffic', '-reduce', 'inform', 'policies', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Reviewing designs
and the ability to
manage the above","['reviewing', 'designs', 'i++', 'and', 'participating', 'in', 'i++', 'technical', '-technical', 'the', 'state', 'of', 'new', '-new', '-of', '-state', '-the', 'technical', '-technical', 'i--', '-in', '-participating', 'the', 'ability', 'to', 'i++', 'manage', 'the', 'above', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Under the purview
of the city including
but not required","['under', 'pressure', 'and', 'i++', 'volume', 'to', 'consumers', '-consumers', '-to', '-volume', 'i--', '-and', '-pressure', 'the', 'purview', 'i++', 'of', 'the', 'city', 'charter', 'the', 'i++', 'rules', 'of', 'the', 'team', '-team', '-the', '-of', '-rules', 'i--', '-the', '-charter', 'including', 'i++', 'but', 'not', 'required', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"The highest standards
are met and projects comprised
of multiple tasks","['the', 'bureau', 'of', '-of', 'to', '-to', '-bureau', 'unit', 'is', '-is', '-unit', 'development', 'i++', 'of', 'annual', 'strategic', 'i++', 'sourcing', 'process', '-process', '-sourcing', 'i--', '-strategic', '-annual', '-of', 'i--', '-development', 'highest', 'standards', 'i++', 'are', 'updated', 'based', 'on', 'each', 'i++', 'i--', '-each', '-on', '-based', '-updated', 'met', 'and', 'projects', 'comprised', 'i++', 'of', 'multiple', 'tasks', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Obtain training as
needed for execution
of required field","['obtain', 'training', 'as', 'i++', 'needed', 'to', 'maintain', 'and', '-and', '-maintain', '-to', 'for', 'execution', 'i++', 'of', 'a', 'project', '-project', '-a', 'required', 'field', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"The projects that in
conjunction with other tasks
and needs of the homes","['the', 'projects', 'that', 'in', 'i++', 'conjunction', 'with', 'other', 'planned', 'i++', 'capital', 'and', '-and', '-capital', 'i--', '-planned', 'tasks', 'i++', 'and', 'needs', 'in', 'a', '-a', '-in', 'of', 'the', 'homes', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Meeting the program
management is required
for the budgeting","['meeting', 'the', 'program', 'i++', 'management', 'is', 'required', 'i++', 'for', 'the', 'budgeting', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Estimate breakdowns
the bureau of water and
wastewater projects","['estimate', 'breakdowns', 'i++', 'the', 'bureau', 'of', 'water', 'and', 'i++', 'wastewater', 'projects', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Participating
in the planning layout and
details for the tasks","['participating', 'i++', 'in', 'the', 'area', 'to', '-to', '-area', '-the', 'technical', 'working', 'groups', 'i++', 'to', 'inform', '-inform', '-to', 'i--', '-groups', '-working', '-technical', 'the', 'planning', 'control', 'and', 'i++', 'execution', '-execution', 'i--', '-and', '-control', 'layout', 'and', 'i++', 'details', 'for', 'the', 'tasks', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Representing the
bureau and for the repair
of marine vessels","['representing', 'the', 'i++', 'bureau', 'of', 'technologies', 'i++', 'development', '-development', 'i--', '-technologies', '-of', 'and', 'for', 'the', 'bureau', 'i++', 'of', 'water', 'and', '-and', '-water', 'wastewater', '-wastewater', '-of', 'i--', '-bureau', 'repair', 'i++', 'of', 'marine', 'vessels', 'i++']"
CONSULTANT (EARLY CHILDHOOD ED,"The division is
comprised of the bureau of
administration","['the', 'division', 'of', 'i++', 'family', 'and', 'child', 'health', '-health', '-child', '-and', '-family', 'i--', '-of', 'is', 'i++', 'comprised', 'of', 'the', 'bureau', 'of', 'i++', 'child', 'care', 'permits', '-permits', '-care', '-child', 'administration', 'i++']"
CONSULTANT (EARLY CHILDHOOD ED,"The health and safety
of children while in the child
care environment","['the', 'health', 'and', 'safety', 'i++', 'of', 'children', 'while', 'in', 'the', 'child', 'i++', 'care', 'environment', 'i++']"
LANDSCAPE ARCHITECT,"A team of landscape
designers and consultants
to ensure projects","['a', 'team', 'of', 'landscape', 'i++', 'designers', 'and', 'consultants', 'i++', 'to', 'ensure', 'work', '-work', 'projects', 'i++']"
LANDSCAPE ARCHITECT,"A portfolio
of multiple concurrent
large and complex work","['a', 'portfolio', 'i++', 'of', 'multiple', 'concurrent', 'i++', 'large', 'and', 'or', '-or', 'complex', 'work', 'i++']"
LANDSCAPE ARCHITECT,"A strong knowledge of
the position will include
coordination","['a', 'strong', 'knowledge', 'of', 'i++', 'the', 'position', 'will', 'include', 'i++', 'the', '-the', 'coordination', 'i++']"
LANDSCAPE ARCHITECT,"These designs impact
neighborhood growth public health
and the public good","['these', 'designs', 'impact', 'i++', 'neighborhood', 'growth', 'public', 'health', 'i++', 'and', 'the', 'public', 'good', 'i++']"
LANDSCAPE ARCHITECT,"Review and comment
on contract plans and designs
with agency goals","['review', 'and', 'comment', 'i++', 'on', 'contract', 'plans', 'and', 'designs', 'i++', 'with', 'agency', 'goals', 'i++']"
LANDSCAPE ARCHITECT,"Working under the
borough landscape design staff
and new employees","['working', 'under', 'the', 'i++', 'borough', 'landscape', 'design', 'staff', 'i++', 'and', 'maintenance', '-maintenance', 'new', 'employees', 'i++']"
LANDSCAPE ARCHITECT,"Review designs with
agency staff including
landscape architects","['review', 'designs', 'with', 'i++', 'agency', 'staff', 'including', 'i++', 'landscape', 'architects', 'i++']"
LANDSCAPE ARCHITECT,"Coordinate with
agency staff including
landscape architects","['coordinate', 'and', 'i++', 'direct', 'the', '-the', '-direct', 'i--', '-and', 'with', 'i++', 'agency', 'staff', 'including', 'i++', 'landscape', 'architects', 'i++']"
LANDSCAPE ARCHITECT,"Portfolio the
successful candidate will
have the following","['portfolio', 'the', 'i++', 'successful', 'candidate', 'is', 'i++', 'effective', 'at', '-at', '-effective', 'i--', '-is', 'will', 'i++', 'perform', 'the', '-the', '-perform', 'have', 'the', 'following', 'i++']"
