title,haiku,path
ACCOUNTANT,"Fiscal review and
processing of payments and
reporting unit","['fiscal', 'review', 'and', 'i++', 'processing', 'of', 'payments', 'and', 'i++', 'reporting', 'unit', 'i++']"
CONFIDENTIAL STRATEGY PLANNER,"Effective matrix
management team building and
influencing skills","['effective', 'matrix', 'i++', 'management', 'team', 'building', 'and', 'i++', 'influencing', 'skills', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"Participate in
school health osh attend to the
school community","['participate', 'in', 'i++', 'school', 'health', 'osh', 'is', 'a', 'joint', '-joint', '-a', '-is', 'attend', 'to', 'the', 'i++', 'school', 'community', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"He office of school
health physicians nurses school
staff community","['he', 'office', 'of', 'school', 'i++', 'health', 'physicians', 'nurses', 'school', 'i++', 'staff', 'community', 'i++']"
ADMINISTRATIVE  PROGRAM OFFICE,"Ensure data is
accurate neat timely and
ready for audit","['ensure', 'the', '-the', 'data', 'is', 'i++', 'accurate', 'neat', 'timely', 'and', 'i++', 'ready', 'for', 'audit', 'i++']"
ADMINISTRATIVE  PROGRAM OFFICE,"Support five unit
directors in the bureau
of active aging","['support', 'the', '-the', 'five', 'unit', 'i++', 'directors', 'in', 'the', 'bureau', 'i++', 'of', 'active', 'aging', 'i++']"
ADM ENGINEER (NON MGRL),"The engineering
functions or activities
of the city streets","['the', 'engineering', 'i++', 'functions', 'or', 'activities', 'i++', 'of', 'the', 'chief', 'of', '-of', 'is', '-is', '-chief', 'city', 'streets', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
lists and issuing appeal
determinations","['the', 'civil', 'service', 'i++', 'process', 'to', 'better', 'inform', 'i++', 'their', 'career', '-career', '-their', 'i--', '-inform', '-better', '-to', 'through', 'extensive', '-extensive', '-through', '-process', 'lists', 'and', 'issuing', 'appeal', 'i++', 'determinations', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
examinations within
city government","['the', 'civil', 'service', 'i++', 'examinations', 'for', 'which', 'i++', 'dcas', 'is', '-is', '-dcas', 'i--', '-which', '-for', '-examinations', 'process', 'to', 'better', 'inform', 'i++', 'their', 'career', '-career', '-their', 'i--', '-inform', '-better', '-to', '-process', 'law', 'and', 'classification', 'i++', 'and', '-and', 'i--', '-classification', '-and', '-law', 'examinations', 'for', 'which', 'i++', 'dcas', 'is', '-is', '-dcas', 'i--', '-which', '-for', 'within', 'i++', 'city', 'government', 'i++']"
ADMINISTRATIVE QUALITY ASSURAN,"Identify trends
project consequences and
plan accordingly","['identify', 'trends', 'i++', 'project', 'consequences', 'and', 'i++', 'plan', 'accordingly', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Experience with
issues of access to health
and mental health care","['experience', 'with', 'i++', 'issues', 'of', 'access', 'to', 'health', 'i++', 'and', 'mental', 'health', 'care', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Because all appeals
to the mission of the board
and of the appeal","['because', 'all', 'appeals', 'i++', 'to', 'the', 'restriction', '-restriction', 'board', 'has', 'a', 'short', '-short', '-a', '-has', '-board', 'mission', 'of', 'the', 'board', 'i++', 'and', 'of', 'the', 'appeal', 'i++']"
CERTIFIED IT ADMINISTRATOR LAN,"Escalate major
hardware software problems to
senior i-t staff","['escalate', 'major', 'i++', 'hardware', 'software', 'problems', 'to', 'i++', 'senior', 'i-t', 'staff', 'i++']"
CERTIFIED IT ADMINISTRATOR LAN,"Ability to
multitask and perform in
a timely manner","['ability', 'to', 'i++', 'multitask', 'and', 'perform', 'in', 'i++', 'a', 'timely', 'manner', 'i++']"
EXTERMINATOR,"Candidate should be
highly organized with the
ability to","['candidate', 'should', 'be', 'i++', 'highly', 'organized', 'with', 'the', 'i++', 'ability', 'to', 'i++']"
PROJECT MANAGER INTERN#,"This position as
you will not be considered
for an interview","['this', 'position', 'as', 'i++', 'you', 'will', 'not', 'be', 'considered', 'i++', 'for', 'an', 'interview', 'i++']"
COMPUTER SPECIALIST (SOFTWARE),"Net vb c#
and microsoft sql
server reporting","['net', 'technologies', 'i++', 'i--', '-technologies', 'java', 'and', '-and', '-java', 'vb', 'c#', 'i++', 'and', 'microsoft', 'sql', 'i++', 'standard', 'query', '-query', '-standard', 'server', 'reporting', 'i++']"
COMPUTER SPECIALIST (SOFTWARE),"The supervisor
of applications with broad
scope of new projects","['the', 'promotional', 'i++', 'computer', 'specialist', '-specialist', '-computer', 'i--', '-promotional', 'supervisor', 'i++', 'of', 'applications', 'with', 'broad', 'i++', 'scope', 'of', 'new', 'projects', 'i++']"
HIGH PRESSURE PLANT TENDER,"May dismantle and
or tend to and operate
heating equipment","['may', 'be', 'assigned', 'to', 'i++', 'inspect', 'maintain', 'and', 'repair', 'i++', 'of', 'hot', 'water', '-water', '-hot', '-of', 'heating', '-heating', 'i--', '-repair', '-and', '-maintain', '-inspect', 'i--', '-to', '-assigned', '-be', 'dismantle', 'and', 'i++', 'or', 'tend', 'to', 'and', 'operate', 'i++', 'heating', 'equipment', 'i++']"
HIGH PRESSURE PLANT TENDER,"Maintain clean repair
and or tend to and assist
in field inspections","['maintain', 'clean', 'repair', 'i++', 'and', 'or', 'tend', 'to', 'and', 'assist', 'i++', 'in', 'the', 'boiler', '-boiler', 'review', '-review', '-the', 'field', 'inspections', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,"The department of
health and vendors to ensure
all community","['the', 'department', 'of', 'i++', 'education', 'and', 'the', '-the', '-and', '-education', 'health', 'and', 'mental', 'hygiene', 'which', 'i++', 'is', '-is', 'i--', '-which', '-hygiene', '-mental', '-and', '-health', 'i--', '-of', '-department', 'supervision', 'i++', 'of', 'the', '1', '-1', '-the', '-of', 'i--', '-supervision', 'department', 'of', 'i++', 'health', 'and', 'mental', 'hygiene', 'which', 'i++', 'is', '-is', 'i--', '-which', '-hygiene', '-mental', 'vendors', 'to', 'ensure', 'i++', 'all', 'community', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,"The provider of
public health advisor i
will be provided","['the', 'provider', 'of', 'i++', 'public', 'health', 'advisers', '-advisers', 'adviser', 'will', 'i++', 'be', 'provided', '-provided', '-be', 'i--', '-will', '-adviser', 'advisor', 'i', 'i++', 'will', 'be', 'provided', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Some of the new york
city family justice
center in the bronx","['some', 'of', 'the', 'street', '-street', 'new', 'york', 'i++', 'city', 'family', 'justice', 'i++', 'center', 'in', 'the', 'bronx', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The agency at
routine external meetings
or conferences","['the', 'department', 'of', 'i++', 'homeless', 'services', 'street', '-street', '-services', '-homeless', 'i--', '-of', '-department', 'agency', 'at', 'i++', 'routine', 'external', 'meetings', 'i++', 'or', 'conferences', 'i++']"
DEPUTY ASSISTANT DIRECTOR (CIV,"The ability
to use computer software
and applications","['the', 'ability', 'i++', 'to', 'use', 'computer', 'software', 'i++', 'and', 'applications', 'i++']"
